Sample	indicators1	indicators2	indicators3	indicators4	indicators5
43020	1	0	1	0	1
43030	1	1	0	1	1
43040	0	0	0	0	0
43050	0	0	1	0	0
43060	0	0	0	0	0
43070	0	1	1	0	1
43080	1	1	0	0	1
43090	1	1	1	1	1
43100	0	1	1	1	1
43110	0	0	1	1	1
43120	1	1	1	0	0
43130	1	1	1	1	1
43140	1	1	1	1	1
43150	1	1	1	1	0
43160	1	0	1	0	1
43170	1	0	1	1	1
43180	0	0	0	0	0
43190	0	0	0	0	1
43200	0	0	1	0	0
43210	1	0	1	0	0
43220	1	0	0	1	0
43230	1	0	1	0	0
43240	1	0	1	0	0
43250	0	0	0	0	0
43260	0	0	0	0	0
43270	0	0	0	0	0
43280	0	1	0	0	0
43290	0	0	1	0	0
43300	0	0	0	0	0
43310	1	1	1	1	1
43320	1	1	1	1	1
43330	0	1	0	1	1
43340	1	1	0	0	0
43350	0	0	0	0	0
43360	1	1	1	1	1
43370	0	0	0	0	0
43380	0	0	0	0	0
43390	0	0	0	0	0
43400	1	0	0	0	1
43410	1	1	0	0	0
43420	0	0	0	0	0
43430	0	1	0	0	0
43440	0	0	0	0	0
43450	1	1	1	0	1
43460	1	0	1	1	1
43470	1	0	0	0	0
43480	1	1	1	1	0
43490	1	1	1	0	1
43500	1	1	1	1	1
43510	1	1	1	0	1
43520	0	0	1	1	1
43530	0	1	1	0	1
43540	0	0	1	0	0
43550	0	0	1	0	0
43560	1	1	0	0	1
43570	0	1	1	1	0
43580	1	1	1	1	1
43590	0	1	1	0	1
43600	0	0	1	0	0
43610	0	1	1	1	1
43620	1	1	1	1	0
43630	0	1	1	1	1
43640	1	1	1	1	1
43650	1	1	1	1	1
43660	0	0	0	1	0
43670	0	1	1	1	0
43680	1	0	0	0	1
43690	1	1	1	1	0
43700	0	0	1	0	1
43710	1	1	1	0	0
43720	0	1	0	0	0
43730	1	1	0	0	0
43740	0	1	0	0	0
43750	0	0	0	1	0
43760	1	0	1	1	1
43770	1	1	1	1	1
43780	1	1	1	0	0
43790	1	1	1	1	0
43800	1	0	0	1	1
43810	0	1	1	0	1
43820	1	0	0	0	0
43830	1	1	0	0	1
43840	1	0	1	0	0
43850	0	1	1	0	0
43860	0	1	0	0	0
43870	0	0	0	0	0
43880	0	0	0	0	0
43890	0	0	0	0	0
43900	0	1	1	0	1
43910	1	1	1	1	1
43920	1	1	0	0	1
43930	1	0	1	1	1
43940	1	1	1	1	1
43950	0	1	0	0	1
43960	0	1	0	0	1
43970	0	1	0	0	0
43980	1	1	0	0	0
43990	1	1	1	1	1
44000	1	1	1	1	1
44010	1	1	1	1	1
44020	0	1	0	1	1
44030	1	0	0	1	0
44040	1	1	1	1	1
44050	1	0	1	0	0
44060	0	0	0	0	0
44070	0	0	0	0	0
44080	0	0	0	0	1
44090	1	1	0	1	0
44100	0	1	0	0	1
44110	1	1	1	1	1
44120	1	1	1	1	0
44130	0	1	0	1	0
44140	1	1	1	1	0
44150	1	0	1	0	0
44160	1	1	1	1	1
44170	1	0	0	1	1
44180	0	0	0	1	0
44190	0	0	0	1	0
44200	1	0	1	1	0
44210	1	1	1	1	1
44220	0	1	0	0	0
44230	0	1	1	1	1
44240	1	1	1	1	1
44250	1	1	1	1	1
44260	0	1	1	1	1
44270	1	1	1	1	1
44280	0	0	0	0	0
44290	0	0	1	1	0
44300	1	1	1	0	1
44310	1	0	0	0	1
44320	0	1	0	1	1
44330	0	0	1	1	1
44340	0	0	0	0	0
44350	0	0	0	1	0
44360	1	1	0	1	0
44370	1	1	1	1	1
44380	0	1	0	0	0
44390	0	0	0	0	0
44400	1	0	0	0	0
44410	0	0	0	0	0
44420	0	0	1	1	0
44430	0	0	0	0	0
44440	1	0	0	1	0
44450	0	0	0	0	0
44460	1	0	0	0	0
44470	0	0	0	0	0
44480	0	1	0	1	0
44490	0	0	0	1	0
44500	0	0	0	0	0
44510	1	1	1	1	1
44520	1	1	1	1	1
44530	1	0	1	1	1
44540	1	1	1	1	0
44550	0	1	1	0	0
44560	0	0	0	0	0
44570	1	0	0	0	0
44580	0	0	0	0	1
44590	1	0	0	0	1
44600	0	0	0	0	0
44610	0	1	0	1	1
44620	1	1	1	1	1
44630	1	0	0	1	0
44640	1	1	1	0	0
44650	1	1	1	1	1
44660	0	1	0	1	1
44670	0	1	1	1	1
44680	1	1	1	1	1
44690	1	1	1	0	1
44700	1	1	1	1	0
44710	1	0	1	1	1
44720	1	1	1	1	1
44730	1	1	0	1	1
44740	1	1	1	1	1
44750	0	1	1	0	1
44760	0	1	0	1	0
44770	0	0	0	0	0
44780	0	0	0	0	0
44790	0	1	1	1	1
44800	0	0	0	0	0
44810	0	0	0	0	0
44820	0	0	0	1	0
44830	0	1	0	0	0
44840	1	0	1	0	0
44850	1	1	1	1	1
44860	0	0	0	1	1
44870	0	0	0	0	0
44880	0	0	0	0	0
44890	0	0	0	0	0
44900	1	0	0	0	0
44910	1	1	0	0	1
44920	0	0	0	1	0
44930	0	0	0	0	0
44940	0	1	0	1	1
44950	0	0	1	1	0
44960	1	0	0	1	1
44970	0	0	0	0	0
44980	1	1	1	1	1
44990	0	1	1	0	0
45000	1	0	1	0	1
45010	0	1	1	1	1
45020	0	0	1	1	1
45030	0	0	0	0	0
45040	0	0	1	1	1
45050	1	1	1	1	1
45060	1	0	1	1	0
45070	1	0	1	1	1
45080	1	1	1	1	1
45090	1	1	1	1	1
45100	0	1	0	0	0
45110	1	0	0	0	0
45120	0	0	0	1	0
45130	1	1	0	0	0
45140	0	1	1	1	1
45150	0	0	0	1	1
45160	1	1	0	0	0
45170	0	0	0	0	1
45180	1	0	0	0	1
45190	1	1	1	0	1
45200	1	1	1	0	1
45210	0	0	0	0	0
45220	0	0	0	0	0
45230	0	0	0	0	0
45240	0	0	0	0	0
45250	0	0	1	0	0
45260	0	0	0	0	0
45270	1	1	0	0	0
45280	1	1	0	0	1
45290	1	1	0	0	0
45300	0	1	1	1	0
45310	0	0	0	0	0
45320	0	0	0	0	0
45330	1	1	1	1	1
45340	1	1	1	1	0
45350	1	0	0	0	0
45360	1	1	1	1	1
45370	0	0	0	0	1
45380	0	0	0	1	0
45390	0	0	0	0	0
45400	0	1	0	1	1
45410	1	1	1	1	1
45420	0	1	0	1	1
45430	1	1	0	1	0
45440	1	1	1	1	1
45450	1	1	1	1	1
45460	0	0	1	0	1
45470	1	1	0	1	0
45480	1	1	1	1	1
45490	1	1	1	1	1
45500	1	1	1	1	0
45510	0	0	0	0	1
45520	0	0	0	0	0
45530	0	0	0	0	1
45540	1	1	0	0	1
45550	0	1	0	0	0
45560	0	1	1	1	1
45570	0	1	1	0	0
45580	0	0	1	0	0
45590	0	0	0	1	0
45600	1	0	0	0	0
45610	1	0	0	1	0
45620	0	1	1	1	0
45630	0	0	0	0	1
45640	0	0	0	0	0
45650	1	1	1	0	1
45660	0	0	0	0	0
45670	1	1	0	1	1
45680	1	1	1	1	1
45690	1	1	0	0	0
45700	0	0	0	0	0
45710	0	0	0	0	0
45720	1	0	0	0	1
45730	1	0	1	0	0
45740	1	0	0	1	1
45750	0	0	1	1	1
45760	1	1	1	1	1
45770	1	1	1	1	1
45780	1	1	1	1	1
45790	0	1	0	1	1
45800	0	0	1	0	0
45810	1	1	0	1	0
45820	0	0	0	0	0
45830	0	1	1	0	0
45840	1	1	1	1	1
45850	1	1	1	1	1
45860	1	0	1	0	1
45870	1	0	0	1	1
45880	0	0	1	0	0
45890	0	1	0	0	0
45900	1	1	0	0	0
45910	0	0	0	0	0
45920	0	0	1	1	1
45930	1	0	0	0	1
45940	1	1	1	1	1
45950	1	1	0	1	1
45960	0	1	1	1	1
45970	0	1	1	1	1
45980	1	1	1	1	1
45990	1	1	1	1	1
46000	0	1	0	0	0
46010	0	0	0	0	0
46020	0	1	0	1	0
46030	0	1	0	0	1
46040	0	0	0	0	0
46050	0	0	0	0	1
46060	1	1	0	1	0
46070	1	1	1	0	0
46080	1	0	1	1	0
46090	0	0	0	0	0
46100	0	0	0	0	0
46110	0	0	1	1	0
46120	1	0	1	1	1
46130	1	1	1	1	1
46140	0	1	1	1	1
46150	1	1	1	1	1
46160	1	1	0	1	1
46170	1	0	1	1	1
46180	1	1	1	1	1
46190	1	1	1	1	1
46200	0	1	0	1	0
46210	0	0	0	0	0
46220	0	1	1	0	0
46230	0	0	0	0	1
46240	1	1	1	1	1
46250	0	1	1	0	1
46260	0	0	1	0	0
46270	0	0	0	0	0
46280	1	0	0	0	0
46290	1	1	1	0	0
46300	1	1	1	1	1
46310	1	0	0	0	0
46320	0	0	0	0	0
46330	1	1	0	1	0
46340	0	0	1	0	0
46350	0	0	0	0	0
46360	1	1	0	0	1
46370	0	0	1	1	0
46380	1	1	0	1	1
46390	0	1	1	1	1
46400	1	1	1	1	1
46410	1	1	1	1	0
46420	1	1	1	1	1
46430	1	1	1	0	1
46440	0	1	1	0	0
46450	0	0	1	0	1
46460	0	1	1	0	0
46470	1	0	0	1	0
46480	0	0	0	0	0
46490	0	0	1	1	0
46500	0	0	1	1	0
46510	1	0	1	1	1
46520	1	1	1	1	1
46530	0	1	0	0	1
46540	1	1	1	1	1
46550	0	1	0	0	1
46560	1	1	0	1	1
46570	1	1	1	1	1
46580	0	1	0	0	1
46590	1	1	0	0	0
46600	0	0	0	0	0
46610	0	1	0	0	1
46620	1	1	1	1	1
46630	1	1	1	1	1
46640	0	0	0	1	1
46650	1	0	0	0	1
46660	1	1	1	0	1
46670	0	0	1	0	1
46680	0	1	1	0	1
46690	0	0	0	0	0
46700	0	0	0	0	0
46710	0	1	0	0	1
46720	1	0	1	0	1
46730	0	0	1	1	0
46740	0	0	0	0	1
46750	0	0	0	1	0
46760	0	0	0	0	0
46770	0	0	0	0	0
46780	1	0	1	1	1
46790	0	0	1	0	1
46800	0	0	0	0	0
46810	1	1	1	1	0
46820	1	1	1	1	1
46830	0	1	1	0	0
46840	0	1	1	1	1
46850	1	0	1	1	1
46860	1	1	0	1	1
46870	0	1	0	1	1
46880	0	0	0	0	0
46890	1	0	0	1	0
46900	0	0	0	0	0
46910	0	1	0	0	1
46920	0	0	0	0	0
46930	0	0	0	0	1
46940	0	0	0	0	0
46950	0	0	0	1	1
46960	0	0	0	0	0
46970	1	0	0	0	0
46980	0	1	1	0	0
46990	0	0	0	0	0
47000	0	0	0	0	0
47010	0	0	0	0	0
47020	0	0	0	0	0
47030	0	0	1	1	1
47040	0	0	0	1	0
47050	0	0	0	0	0
47060	0	0	0	0	0
47070	0	0	0	0	0
47080	1	0	0	0	0
47090	0	0	0	0	1
47100	1	0	0	0	0
47110	1	0	0	0	0
47120	1	1	0	0	1
47130	0	0	0	0	0
47140	0	1	0	0	0
47150	1	1	1	1	1
47160	1	1	0	1	1
47170	1	1	1	1	1
47180	0	1	0	1	1
47190	1	1	1	1	0
47200	1	1	1	1	1
47210	1	1	1	1	1
47220	1	1	1	1	1
47230	0	1	0	0	0
47240	0	0	0	0	0
47250	0	1	1	1	1
47260	1	1	1	1	1
47270	0	0	0	1	0
47280	0	0	0	0	0
47290	1	1	1	0	0
47300	0	1	1	1	0
47310	0	1	0	0	1
47320	1	1	1	1	1
47330	1	1	1	1	0
47340	1	0	1	0	1
47350	1	1	1	0	1
47360	1	0	1	1	1
47370	0	1	1	1	1
47380	1	0	0	0	0
47390	0	1	1	1	0
47400	1	0	1	0	0
47410	1	1	1	0	1
47420	1	1	0	1	1
47430	0	0	1	1	1
47440	1	1	1	1	1
47450	1	1	1	1	1
47460	0	1	1	1	1
47470	1	1	1	1	1
47480	1	1	0	1	1
47490	1	1	1	0	1
47500	1	1	1	1	1
47510	1	1	1	1	1
47520	1	1	0	1	1
47530	1	1	1	0	0
47540	0	0	0	0	1
47550	0	0	1	0	1
47560	1	1	0	1	1
47570	0	0	1	1	1
47580	1	1	1	1	1
47590	0	0	1	1	0
47600	0	0	1	0	0
47610	1	0	0	0	0
47620	0	1	1	0	1
47630	0	0	0	0	0
47640	0	0	0	0	0
47650	0	0	0	0	0
47660	1	1	0	1	1
47670	0	0	0	0	0
47680	0	0	0	0	1
47690	0	0	1	1	0
47700	0	0	1	0	0
47710	1	1	1	0	1
47720	1	1	1	0	1
47730	0	1	1	1	1
47740	0	0	0	0	1
47750	0	0	1	1	0
47760	0	0	0	1	0
47770	0	0	1	0	0
47780	1	1	0	1	0
47790	1	1	1	1	1
47800	1	0	0	0	0
47810	0	0	1	0	0
47820	1	0	1	0	0
47830	1	0	0	0	0
47840	0	0	0	1	0
47850	0	0	0	1	1
47860	0	0	0	0	0
47870	0	0	0	0	0
47880	0	0	0	0	0
47890	1	0	0	1	0
47900	1	1	0	1	1
47910	1	0	0	0	1
47920	0	0	1	0	1
47930	1	0	0	0	1
47940	1	0	0	0	1
47950	0	1	0	0	0
47960	0	0	0	0	0
47970	0	0	0	0	0
47980	1	1	1	1	1
47990	1	1	1	1	1
48000	0	0	1	0	1
48010	1	0	0	1	1
48020	0	1	1	0	0
48030	0	0	0	0	0
48040	0	0	0	1	0
48050	1	1	1	1	1
48060	0	1	1	0	1
48070	0	1	0	0	1
48080	1	1	1	0	0
48090	0	0	0	0	0
48100	0	0	0	0	0
48110	0	1	0	0	1
48120	0	0	0	0	0
48130	0	0	1	0	0
48140	1	0	0	0	0
48150	0	0	0	0	0
48160	0	0	0	1	0
48170	0	0	0	0	0
48180	0	0	0	0	0
48190	1	1	0	0	1
48200	0	0	1	0	1
48210	0	1	1	1	0
48220	1	1	1	1	1
48230	1	1	1	1	1
48240	1	0	0	0	1
48250	1	1	1	1	0
48260	0	1	1	0	0
48270	0	0	0	0	0
48280	0	0	1	1	1
48290	1	0	1	1	1
48300	0	0	0	0	1
48310	0	0	0	0	0
48320	1	0	0	1	0
48330	1	1	1	1	1
48340	1	0	1	1	0
48350	1	1	1	1	1
48360	1	1	0	1	0
48370	1	1	0	1	0
48380	1	1	1	1	1
48390	1	1	1	1	1
48400	1	1	1	1	1
48410	1	1	1	1	1
48420	0	0	0	0	0
48430	0	0	0	0	0
48440	0	0	0	0	0
48450	1	0	1	1	1
48460	1	1	1	0	1
48470	1	0	1	1	0
48480	1	1	1	1	0
48490	1	1	1	0	1
48500	1	0	1	1	0
48510	1	0	1	1	1
48520	0	1	1	0	1
48530	1	0	1	0	1
48540	0	0	1	0	0
48550	0	0	1	0	0
48560	1	0	0	0	0
48570	0	0	0	0	0
48580	1	1	1	1	1
48590	1	1	1	1	1
48600	1	1	1	1	1
48610	0	0	0	0	1
48620	1	0	0	1	0
48630	0	0	0	0	0
48640	0	0	0	0	1
48650	1	0	0	1	0
48660	0	0	0	0	0
48670	0	0	0	0	0
48680	0	0	1	0	0
48690	1	1	0	1	1
48700	1	1	1	1	1
48710	1	1	1	1	0
48720	0	0	0	0	0
48730	0	0	0	0	0
48740	0	0	1	1	0
48750	1	0	0	0	1
48760	0	0	0	1	0
48770	1	1	0	0	1
48780	1	1	1	1	1
48790	0	0	0	1	1
48800	1	1	1	1	1
48810	0	1	1	1	1
48820	1	1	1	0	1
48830	0	0	0	1	0
48840	1	1	1	1	0
48850	0	0	0	0	0
48860	0	0	1	0	0
48870	0	0	0	0	0
48880	0	0	0	0	0
48890	0	0	0	0	0
48900	0	0	0	0	0
48910	0	1	1	0	0
48920	1	1	0	0	0
48930	1	1	1	0	1
48940	1	1	1	1	1
48950	0	1	1	1	1
48960	1	1	1	1	1
48970	1	1	1	1	1
48980	1	0	1	1	1
48990	0	1	1	0	0
49000	0	1	1	1	1
49010	0	1	0	0	0
49020	0	0	0	0	1
49030	0	1	0	0	0
49040	0	0	0	0	0
49050	1	0	0	0	0
49060	0	0	0	0	0
49070	0	0	0	0	0
49080	0	0	0	0	0
49090	0	0	1	0	1
49100	0	0	0	0	0
49110	0	0	0	0	0
49120	0	0	1	0	0
49130	0	0	0	0	0
49140	1	0	1	1	0
49150	1	1	0	1	0
49160	0	1	0	1	1
49170	1	1	1	1	1
49180	1	1	1	1	1
49190	0	1	1	1	1
49200	1	1	1	1	1
49210	0	0	1	0	0
49220	0	0	0	1	0
49230	0	0	0	0	0
49240	1	0	0	0	0
49250	0	0	0	0	0
49260	0	0	0	0	0
49270	0	0	0	0	0
49280	1	1	1	1	1
49290	1	1	1	1	1
49300	1	1	0	1	1
49310	1	1	0	0	0
49320	0	1	0	1	1
49330	1	0	0	0	0
49340	0	0	1	0	0
49350	1	1	1	1	1
49360	1	1	1	1	0
49370	0	0	0	0	0
49380	0	0	0	0	0
49390	0	0	1	0	0
49400	1	1	1	1	0
49410	0	0	1	1	1
49420	0	0	0	0	0
49430	0	0	0	0	0
49440	0	0	0	0	0
49450	0	0	0	0	0
49460	0	0	1	1	1
49470	0	0	0	0	0
49480	0	0	0	0	0
49490	1	0	0	0	0
49500	0	0	0	1	0
49510	0	0	0	0	0
49520	0	0	0	0	0
49530	1	0	1	0	0
49540	0	1	0	0	1
49550	1	0	1	1	0
49560	1	1	1	0	1
49570	1	1	0	1	1
49580	1	1	1	1	1
49590	1	1	1	1	0
49600	0	0	0	0	0
49610	0	0	1	0	0
49620	1	1	0	1	1
49630	1	1	1	1	1
49640	1	1	0	1	1
49650	1	1	0	1	1
49660	1	1	1	1	1
49670	1	1	1	1	1
49680	0	0	0	0	0
49690	1	0	1	0	1
49700	0	0	0	0	1
49710	0	0	0	0	0
49720	1	0	0	0	0
49730	1	1	1	0	1
49740	1	1	1	1	1
49750	1	1	1	1	1
49760	1	1	1	1	1
49770	1	1	1	1	1
49780	0	0	0	0	0
49790	0	1	0	0	0
49800	1	1	0	0	0
49810	0	0	0	0	0
49820	0	0	0	0	0
49830	1	0	1	0	0
49840	1	0	1	1	1
49850	1	0	0	0	0
49860	0	0	0	0	0
49870	1	1	1	1	0
49880	0	0	0	0	0
49890	0	1	1	1	0
49900	1	0	0	0	1
49910	1	0	1	1	1
49920	0	1	1	1	0
49930	1	0	1	0	1
49940	1	0	0	0	1
49950	0	1	1	1	0
49960	1	1	1	1	0
49970	0	0	1	0	1
49980	0	0	0	1	0
49990	0	0	0	1	0
50000	0	0	0	0	0
50010	0	0	0	0	0
50020	1	0	1	0	1
50030	1	1	1	1	1
50040	0	1	1	0	1
50050	1	1	1	1	1
50060	1	1	1	1	1
50070	0	1	0	1	1
50080	1	1	0	0	1
50090	1	1	1	0	0
50100	1	1	1	1	1
50110	1	1	1	0	1
50120	0	1	1	0	1
50130	0	0	0	0	1
50140	1	1	1	1	1
50150	1	1	1	1	1
50160	0	0	0	1	0
50170	0	1	0	0	1
50180	1	1	1	1	1
50190	1	1	1	1	1
50200	0	1	1	1	1
50210	0	0	1	0	1
50220	1	1	1	1	0
50230	1	1	0	1	1
50240	0	0	1	0	0
50250	0	0	0	0	0
50260	1	0	1	1	1
50270	1	0	1	1	0
50280	1	1	0	0	0
50290	1	1	1	0	1
50300	1	1	0	1	1
50310	1	1	1	1	1
50320	1	0	1	1	1
50330	1	1	1	1	1
50340	1	1	1	1	1
50350	1	1	1	0	1
50360	1	1	1	1	1
50370	1	1	0	1	1
50380	0	0	1	0	0
50390	1	1	1	1	1
50400	1	0	1	1	1
50410	1	1	1	1	1
50420	1	0	1	1	1
50430	0	0	1	0	0
50440	0	0	0	0	0
50450	0	1	0	0	0
50460	1	1	1	1	1
50470	1	1	1	1	1
50480	1	1	1	1	1
50490	0	0	0	0	0
50500	1	1	0	0	1
50510	1	0	0	1	1
50520	1	0	0	0	0
50530	0	0	1	0	1
50540	1	1	1	0	0
50550	0	0	0	0	0
50560	1	0	1	1	0
50570	0	0	0	1	1
50580	1	1	0	0	0
50590	0	1	0	0	1
50600	1	0	0	0	0
50610	0	0	0	0	0
50620	0	0	1	0	0
50630	1	0	0	0	0
50640	0	0	0	0	0
50650	0	0	0	0	0
50660	1	0	1	1	0
50670	0	0	1	0	0
50680	1	0	0	1	1
50690	0	0	1	1	1
50700	0	0	1	0	1
50710	0	0	1	1	0
50720	1	1	1	1	1
50730	0	1	1	1	1
50740	1	0	1	0	1
50750	0	0	0	0	0
50760	0	0	0	0	0
50770	0	0	0	1	0
50780	0	0	0	1	0
50790	1	1	1	1	1
50800	1	1	1	0	1
50810	1	1	1	1	1
50820	1	1	1	1	1
50830	1	1	1	0	1
50840	0	1	1	1	1
50850	1	1	1	1	1
50860	1	1	0	1	1
50870	1	1	1	1	1
50880	1	1	1	1	1
50890	1	0	0	1	0
50900	1	0	0	1	0
50910	1	1	1	0	1
50920	1	0	0	1	1
50930	0	1	1	1	1
50940	0	0	1	0	1
50950	1	0	0	0	0
50960	1	0	1	1	1
50970	1	1	1	0	1
50980	1	1	1	1	1
50990	0	0	0	0	0
51000	0	0	0	0	0
51010	0	0	0	0	1
51020	0	0	1	0	1
51030	1	0	1	1	1
51040	1	0	0	1	0
51050	0	0	0	0	0
51060	0	0	0	0	0
51070	1	1	1	1	1
51080	0	1	0	0	1
51090	0	0	0	0	0
51100	1	0	0	1	1
51110	1	0	1	1	1
51120	1	1	1	1	1
51130	1	1	1	1	0
51140	1	0	1	1	0
51150	0	0	0	0	0
51160	0	1	1	0	1
51170	0	0	1	1	1
51180	1	1	1	1	1
51190	1	1	1	1	1
51200	0	1	1	1	1
51210	1	1	1	1	1
51220	1	1	1	1	1
51230	0	0	0	1	0
51240	1	0	1	1	0
51250	0	0	1	1	1
51260	0	0	0	0	0
51270	0	1	0	1	0
51280	1	1	1	1	1
51290	1	1	1	1	1
51300	1	1	1	1	0
51310	0	0	0	0	0
51320	1	1	1	1	1
51330	1	0	1	1	0
51340	0	0	0	0	0
51350	1	0	0	1	0
51360	0	1	1	1	0
51370	1	0	0	1	1
51380	0	1	0	0	1
51390	1	1	1	1	1
51400	1	1	1	1	1
51410	1	1	1	1	1
51420	1	1	1	1	0
51430	1	1	1	1	0
51440	1	1	1	1	1
51450	0	1	0	0	0
51460	0	0	0	0	0
51470	0	0	0	1	1
51480	1	1	1	1	1
51490	1	1	1	0	0
51500	0	0	0	1	1
51510	0	1	1	1	1
51520	1	1	0	0	0
51530	1	1	0	1	1
51540	0	0	1	0	0
51550	1	1	1	0	1
51560	1	1	1	0	1
51570	0	0	0	0	0
51580	0	0	0	0	0
51590	1	1	0	1	0
51600	1	1	1	1	1
51610	1	1	1	0	1
51620	1	0	0	1	1
51630	0	0	1	0	0
51640	1	1	1	1	1
51650	1	1	1	1	1
51660	1	0	1	1	1
51670	1	1	1	1	0
51680	0	0	0	0	0
51690	0	0	0	1	1
51700	0	0	0	0	0
51710	0	1	1	1	0
51720	0	0	0	0	0
51730	1	0	0	0	0
51740	0	1	1	0	0
51750	0	1	1	0	1
51760	0	1	1	1	1
51770	1	0	1	1	1
51780	1	1	1	1	1
51790	1	1	1	1	1
51800	0	1	0	1	0
51810	0	0	0	1	0
51820	1	1	1	1	1
51830	1	1	0	1	1
51840	1	0	0	1	0
51850	1	1	1	1	1
51860	1	1	0	1	1
51870	0	0	0	1	0
51880	1	1	1	1	1
51890	1	1	1	1	1
51900	1	1	1	1	1
51910	1	1	1	1	1
51920	1	1	0	1	0
51930	1	1	1	1	0
51940	1	1	1	1	1
51950	1	1	1	1	1
51960	0	0	0	1	0
51970	0	0	0	1	1
51980	1	0	1	1	0
51990	1	1	0	1	1
52000	0	1	1	1	0
52010	1	0	0	0	0
52020	1	0	0	0	0
52030	0	1	0	0	1
52040	0	0	0	0	1
52050	0	0	0	0	0
52060	0	0	0	0	1
52070	0	1	1	0	0
52080	1	0	0	0	1
52090	1	0	0	0	0
52100	1	0	1	0	0
52110	1	1	1	1	1
52120	1	1	1	0	0
52130	0	1	1	0	1
52140	0	1	1	1	1
52150	1	1	1	1	1
52160	1	0	0	0	0
52170	1	0	1	1	1
52180	0	1	0	0	1
52190	1	1	1	1	1
52200	1	1	1	1	1
52210	0	0	1	1	0
52220	0	0	1	1	0
52230	1	1	0	1	0
52240	0	1	1	0	0
52250	1	0	0	1	0
52260	0	1	0	1	0
52270	0	0	0	0	0
52280	1	0	1	1	0
52290	1	1	1	1	1
52300	0	0	0	1	0
52310	0	1	0	0	0
52320	1	1	1	1	1
52330	1	1	1	1	1
52340	0	1	0	1	1
52350	1	1	1	1	1
52360	1	1	0	1	1
52370	1	0	0	0	1
52380	0	0	0	0	1
52390	0	0	1	0	1
52400	1	1	1	1	1
52410	0	1	0	0	1
52420	0	1	0	0	0
52430	0	0	0	0	1
52440	0	1	1	0	0
52450	0	1	1	0	0
52460	0	0	0	0	0
52470	1	1	1	0	0
52480	0	1	0	0	0
52490	0	0	1	1	0
52500	1	0	1	1	1
52510	1	1	1	1	1
52520	1	0	1	1	1
52530	0	0	1	0	0
52540	0	0	0	0	0
52550	0	0	0	0	1
52560	0	0	0	0	0
52570	0	0	0	0	0
52580	0	0	0	0	0
52590	0	0	0	0	0
52600	1	0	1	0	0
52610	0	1	1	1	1
52620	0	1	0	0	0
52630	0	1	1	1	0
52640	1	1	1	1	1
52650	1	1	1	1	1
52660	0	1	0	1	1
52670	1	0	0	0	1
52680	0	0	1	0	0
52690	0	0	0	0	0
52700	0	1	0	0	0
52710	1	1	1	1	1
52720	1	1	0	1	0
52730	1	1	1	0	1
52740	1	1	1	1	1
52750	0	1	1	1	0
52760	1	1	0	0	1
52770	1	1	1	1	1
52780	0	1	0	1	1
52790	0	1	0	0	0
52800	0	1	0	0	0
52810	1	0	0	0	1
52820	1	0	1	1	0
52830	1	0	1	1	1
52840	0	1	1	0	0
52850	0	0	1	1	1
52860	0	1	0	1	1
52870	1	1	1	1	1
52880	0	0	0	0	0
52890	1	0	1	1	0
52900	1	1	1	1	0
52910	1	1	1	1	1
52920	1	1	1	1	1
52930	0	0	0	0	1
52940	1	1	0	0	0
52950	1	0	0	1	1
52960	1	1	1	1	1
52970	0	1	1	0	1
52980	0	0	0	1	0
52990	0	1	1	1	1
53000	1	1	1	1	1
53010	1	0	0	1	1
53020	1	1	1	1	1
53030	1	1	1	1	1
53040	1	1	0	1	1
53050	1	1	1	1	1
53060	0	0	0	1	1
53070	0	1	0	1	0
53080	1	1	1	1	1
53090	1	1	1	1	0
53100	1	1	1	1	1
53110	1	0	0	0	0
53120	0	0	0	0	1
53130	1	1	1	0	0
53140	1	0	0	0	0
53150	0	1	1	0	0
53160	0	0	0	1	0
53170	0	1	0	0	0
53180	0	0	0	0	0
53190	1	0	0	0	0
53200	1	1	1	0	1
53210	1	0	1	1	1
53220	1	0	1	0	1
53230	1	0	0	0	0
53240	1	1	0	1	1
53250	0	0	0	0	0
53260	0	1	0	0	0
53270	0	1	1	0	0
53280	0	0	0	0	0
53290	0	0	0	0	0
53300	0	1	1	0	1
53310	1	1	1	1	1
53320	0	0	1	0	1
53330	1	1	1	1	1
53340	1	1	1	1	1
53350	0	0	0	0	0
53360	0	0	1	0	0
53370	1	0	0	1	1
53380	1	1	1	1	1
53390	1	1	1	0	1
53400	1	0	0	1	1
53410	0	0	0	1	0
53420	1	1	1	1	1
53430	1	1	0	0	0
53440	1	1	1	1	1
53450	1	1	1	1	1
53460	1	1	1	1	1
53470	1	1	0	1	1
53480	1	1	1	1	1
53490	1	1	0	1	0
53500	1	1	1	0	0
53510	1	0	0	0	0
53520	1	1	1	1	0
53530	0	1	1	0	1
53540	1	0	1	0	1
53550	1	1	0	1	1
53560	1	1	1	1	0
53570	1	0	1	1	1
53580	1	1	1	0	0
53590	1	1	0	1	1
53600	1	1	1	1	1
53610	1	0	0	1	0
53620	0	1	1	1	1
53630	1	0	1	1	1
53640	1	1	1	0	1
53650	1	1	1	1	1
53660	1	1	0	0	0
53670	0	1	1	1	1
53680	1	1	1	0	1
53690	1	0	0	1	1
53700	0	1	0	0	0
53710	0	0	0	0	0
53720	0	0	1	0	0
53730	0	0	1	0	0
53740	0	0	0	1	0
53750	1	0	0	1	1
